description,category,severity,source,label,augmented,scenario
Stale account — لم يُلغَ بعد انتهاء الخدمة: حساب خدمة (Service Account) مرتبط بنظام Treasury يعمل بصلاحيات مرتفعة ولم يُستخدم منذ 180 يوماً غير أنه لا يزال نشطاً بكلمة مرور ثابتة لم تُغيَّر منذ إنشائه قبل 3 سنوات. الحساب كان مرتبطاً بمقاول خارجي انتهت عقده دون إشعار الفريق الأمني. كلمة المرور الخاصة به محفوظة في ملف نصي غير مشفر على خادم مشترك. يمثل هذا الحساب نقطة دخول محتملة لأي جهة خارجية على أنظمة الخزينة.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
امتيازات DB/ERP أوسع من الحاجة: حساب إداري لنظام إدارة الموارد البشرية SAP يُستخدم بشكل مشترك بين عدة موظفين في قسم HR دون تتبع فردي للأنشطة، وتشمل صلاحياته إمكانية تعديل بيانات الرواتب وحسابات المكافآت وتفاصيل الحسابات البنكية للموظفين. هذا الحساب المشترك يجعل نسب الأنشطة لأشخاص محددين مستحيلاً، مما يضعف أي إجراء تحقيقي. فضلاً عن ذلك، تبقى الصلاحيات نشطة حتى بعد مغادرة بعض المستخدمين. يمثل هذا نمطاً عالي الخطورة في بيئة تحتوي على بيانات مالية حساسة. ولم يُعثر على تذكرة موافقة مرتبطة.,EXCESSIVE_PRIVILEGES,High,data\imtithal_violations_latest.csv,1,True,
"12   
Public
 
Classification:
 
Document
 
 Fifth: Mechanism for Determining Data 
Sharing Controls 
All Data Sharing Parties shall determine the necessary controls to adequately 
manage and protect the data to be shared, as follows:  
1 ولم يُعثر على تذكرة موافقة مرتبطة.",AUDIT_LOG_MISSING,Medium,pdf:DataSharingPolicyEN.pdf,0,True,
في بيئة Core Banking الإنتاجية، حساب إداري في نظام إدارة المخاطر والسيولة (Liquidity Risk Management System) يعمل في بيئة الإنتاج بدون MFA، وهو حساب مشترك يستخدمه 3 محللين في دائرة المخاطر. يُعدّ استخدام الحسابات المشتركة بدون MFA مخالفةً مركّبة تجمع بين ضعف المساءلة وضعف المصادقة. تتضمن صلاحيات الحساب القدرة على تعديل معاملات نماذج مخاطر السيولة مما قد يُأثّر على تقارير الملاءة المالية المرفوعة للجهات التنظيمية. رُصد تعارض في توقيتات الجلسات يُشير إلى استخدام متزامن من مواقع مختلفة.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
استخدام صلاحيات privileged دون تفويض: رُصد حساب Administrator قاعدة بيانات DBA نشط لموظف انتقل من قسم تقنية المعلومات إلى قسم المبيعات منذ 6 أشهر دون سحب الصلاحيات القديمة، مما أتاح له الوصول المستمر إلى قاعدة بيانات نظام الصيرفة الأساسي. لا يزال الحساب يمتلك صلاحيات قراءة وتعديل على جميع جداول بيانات العملاء والحسابات والمعاملات. كشفت سجلات النظام عن استعلامات SQL غير اعتيادية تُنفَّذ بهذا الحساب على جداول بيانات عملاء VIP خلال الفترة الماضية. يكشف هذا عن خلل في عملية إدارة دورة حياة الصلاحيات عند تغيير المهام الوظيفية.,PAM,High,data\imtithal_violations_latest.csv,3,True,
Administrator فرع الرياض الشمالية سارة الزهراني تستخدم كلمة مرور تم تعيينها لأول مرة عند التحاقها بالعمل قبل 14 شهراً ولم تُغيَّر منذ ذلك الحين، رغم إشعارات التجديد المتكررة. تم رصد استخدام الحساب في أوقات غير اعتيادية خارج ساعات العمل الرسمية مما يثير شكوكاً حول اشتراك كلمة المرور مع أشخاص آخرين. كلمة المرور المستخدمة مدرجة ضمن قوائم كلمات المرور الشائعة المسربة. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7,True,
خلال مراجعة سنوية، اكتُشف وجود حساب مشترك (Shared Account) في نظام Treasury Management System كان مخصصاً لفريق من أربعة موظفين، ثلاثة منهم غادروا البنك خلال العام الماضي والرابع نُقل لقسم مختلف. الحساب لا يزال يُستخدم بصورة دورية وفقاً للسجلات لكن لا يمكن تحديد المستخدم الفعلي بسبب طبيعة الحساب المشترك. الحساب يملك صلاحيات تنفيذ معاملات الصرف الأجنبي. وتم توثيق الملاحظة في تقرير التدقيق.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
"ملاحظة امتثال مستخرجة من DOC:NIST_SP_800_34_Contingency:412 (NIST_SP_800_34_Contingency.pdf): Cyber Incident Response Plan establishes procedures to enable security personnel to identify, mitigate, and recover from cyber attacks against an organization’s information system(s). An OEP provides directions for facility occupants to follow in the event of an emergency situation that threatens the health and safety of personnel, the environment, or property. Careful coordination must be maintained between plan developers to ensure that their respective policies and procedures complement one another. Any changes in one plan, system, or process must be communicated to plan developers of associated systems and functions. 3. What is the difference between mission/business processes supported by an information system and a COOP MEF? Information systems are designed and developed to support m",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6,False,
حساب المستخدم بدون 2FA رغم السياسة: حساب مستخدم في نظام الموارد البشرية يمتلك صلاحية الاطلاع على بيانات الرواتب والمعلومات الشخصية لأكثر من 3000 موظف دون تفعيل المصادقة متعددة العوامل. تم اكتشاف المخالفة خلال عملية مراجعة دورية للحسابات المميزة. يحتوي الخدمة على بيانات حساسة تشمل الأرقام الوطنية والحسابات البنكية للموظفين. غياب MFA يجعل هذه البيانات عرضة للاختراق في حال تسرب كلمة المرور.,MFA_MISSING,High,data\imtithal_violations_latest.csv,2,True,
في بيئة Core Banking الإنتاجية، حساب خدمة آلي (Service Account) مستخدم لتشغيل عمليات المعالجة الدفعية الليلية يحمل صلاحيات الوصول قراءة وكتابة وحذف على جداول الحسابات والمعاملات في قاعدة البيانات الأساسية. هذا الحساب لا يخضع لقيود زمنية على تشغيله ولا لأي رقابة على العمليات التي ينفذها. رُصد استخدام هذا الحساب لتنفيذ استعلامات لا ترتبط بالجدول الزمني للمعالجة الدفعية المعتادة. التوسع غير المبرر في صلاحيات حسابات الخدمة يُشكّل خطراً على سرية وسلامة البيانات. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,True,
"في سيناريو بنكي واقعي، **معرف العملية:** P-097
    **اسم العملية:** منصة التداول الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'هجوم برامج الفدية (Ransomware)' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'منصة التداول الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص النسخ الاحتياطي'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'منصة التداول الإلكتروني' ذات حرجية 'حرج'، وتتطلب استعادة خلال 4.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 12 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** فشل نظام حرج يؤثر على العملاء.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6,True,
في بيئة Core Banking الإنتاجية، موظفة في قسم الامتثال (Compliance) نُقلت داخلياً إلى قسم العمليات منذ 4 أشهر ولكن حسابها القديم على نظام الامتثال AML لا يزال يتمتع بصلاحيات مراجعة التقارير الرقابية وتعديلها. تجمّعت للمستخدمة الامتيازات من الوظيفتين مما يُشكّل تعارضاً في المهام (Segregation of Duties Violation). تم رصد عمليات استعلام على تقارير مشبوهة لا تندرج ضمن مهامها الوظيفية الحالية. هذا الوضع ينتهك مبدأ الحد الأدنى من الصلاحيات.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
حساب الخدمة svc_treasury_ops يستخدمه قسم الخزينة يمتلك صلاحيات قراءة وتعديل وتنفيذ صفقات السوق المفتوحة دون فصل بين أدوار الـ Front Office وBack Office. يُشكّل هذا انتهاكاً للمعيار الدولي القاضي بالفصل بين منفذ الصفقة ومسجّلها ومراجعها. تم اكتشاف تعديلات على بيانات الصفقات بعد تنفيذها دون موافقة Back Office. قد تُستغل هذه الثغرة لإخفاء خسائر تداول أو تضخيم أرباح وهمية.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,False,
"غياب المصادقة متعددة العوامل MFA: ملاحظة امتثال مستخرجة من DOC:SAMA_EN_5888_VER1:095 (SAMA_EN_5888_VER1.pdf): the customer’s mobile number when requesting a new multi-factor authentication mechanism. Version 1.0 Page 33 of 56 4. SMS notification should be sent to the customer’s mobile number for all retail and personal financial transactions. 5. SMS notification should be sent to the customer’s mobile number when beneficiaries are added, modified and activated. 3.3.14 Cyber Security Event Management Principle The Member Organization should define, approve and implement a security event management process to analyze operational and security loggings and respond to security events. The effectiveness of this process should be measured and periodically evaluated. Objective To ensure timely identification and response to anomalies or suspicious events within regard to information assets. Control consid ويتطلب إجراءً تصحيحياً خلال 30 يوماً.",MFA_MISSING,Medium,legal_articles_from_pdfs.json,2,True,
Role exceeds job function: حساب خدمة المزامنة بين نظام SWIFT وقاعدة بيانات الخزينة يمتلك صلاحيات وصول إلى شبكة SWIFT بالكامل بدلاً من قنوات محددة مرتبطة بمهمته. يستطيع هذا الحساب إرسال واستقبال رسائل SWIFT لجميع أنواع المعاملات وليس فقط نوع المعاملات المخصص له. في حال اختراق هذا الحساب، يمكن توجيه تحويلات مالية دولية احتيالية. يمثل هذا مخاطرة عالية جداً تمس سمعة البنك وسلامته المالية.,EXCESSIVE_PRIVILEGES,Critical,data\imtithal_violations_latest.csv,1,True,
نقص في سجلات التدقيق audit trail: حسابات المستخدمين العاديين في نظام منح القروض والتمويل لا تخضع لتسجيل دقيق لعمليات تعديل شروط القروض. يمكن للمسؤولين المعتمدين تعديل معدلات الفائدة وجداول السداد دون ترك سجل واضح يُظهر القيمة القديمة والجديدة ومبرر التغيير. هذا الوضع يفتح الباب أمام تلاعب محتمل في شروط القروض. تم رصد تباينات غير مبررة في شروط قروض متشابهة خلال مراجعة داخلية. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,AUDIT_LOG_MISSING,Medium,data\imtithal_violations_latest.csv,0,True,
"عند مراجعة سجلات SIEM، verification mechanisms include several 
elements:
• Knowledge (something only the user knows “like password”).
• Possession (something only owned by the user “such as a program , device generating ran­
dom numbers or SMSs” for login records, which are called: One-Time-Password).
• Inherent Characteristics (a characteristic of the user only, such as fingerprint).
Multi-Factor 
Authentication 
(MFA)
 Sharing Indicator :  White 
Essential Cybersecurity Controls
34
Document Classification: Unclassified 
Definition
Terminology
An architecture or structure to which a client-server approach is applied, in which the 
functional process logic, data access, data storage and user interface are developed and 
maintained as separate units on separate platforms.
Multi-tier 
Architecture
The restriction of data, which is considered sensitive unless one has a specific need to 
know; for official business duties.
Need-to-know and 
Need-to-use 
A backup of databases, settings, systems, applications and devices in which it is offline and 
not accessible to update وتم توثيق الملاحظة في تقرير التدقيق.",MFA_MISSING,Medium,pdf:NCA_ECC_2018.pdf,2,True,
"Preventing non-
privileged users from executing privileged functions is enforced by AC-3",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,False,
خلال اختبار اختراق داخلي، يمتلك الحساب المستخدم reem.alsultan في قسم الموارد البشرية صلاحية إنشاء موظفين جدد في نظام الرواتب وصلاحية تعديل أرقام الحسابات البنكية للموظفين الحاليين وصلاحية الاطلاع على تقارير صرف الرواتب التفصيلية. هذا التوليف يُتيح نظرياً إنشاء موظف وهمي أو تحويل راتب موظف حقيقي لحساب آخر ومتابعة نجاح العملية دون أي طرف ثالث. رُصد تعديل 8 أرقام حسابات بنكية خلال أسبوع واحد من قِبَل هذا الحساب. وتم توثيق الملاحظة في تقرير التدقيق.,SEGREGATION_OF_DUTIES,High,data\imtithal_violations_latest.csv,4,True,
عملية بنكية: منصة التداول الإلكتروني | القسم: المالية | حرجية: حرج | التهديد: برمجيات خبيثة | نقطة الضعف: نقص الوعي الأمني للموظفين | الأصول: خوادم قواعد البيانات | RTO: 2.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6,False,
المقاول الخارجي contractor_ibrahim_nasser حصل على صلاحيات إدارية واسعة في نظام إدارة الهوية والوصول (IAM) تشمل إنشاء المستخدمين وتعيين الأدوار في نفس الوقت. يُمكّنه ذلك من منح نفسه أو أطراف خارجية صلاحيات مرتفعة دون أي إشراف. العقد المبرم مع المقاول لا ينص على قيود فصل المهام. وتم توثيق الملاحظة في تقرير التدقيق.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
Role exceeds job function: حساب مراجع داخلي في قسم الامتثال يمتلك صلاحيات وصول للقراءة والكتابة على سجلات التدقيق Audit Logs في نظام المعلومات الأمنية SIEM، مما يمكنه نظرياً من تعديل أو حذف سجلات الأنشطة المشبوهة. دور المراجع يستوجب فقط صلاحية القراءة للاطلاع على السجلات دون إمكانية التعديل. هذه المخالفة تهدد مصداقية سجلات التدقيق وتفرغ منظومة الامتثال من محتواها. تم اكتشاف المخالفة أثناء مراجعة إعدادات نظام SIEM. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,EXCESSIVE_PRIVILEGES,High,data\imtithal_violations_latest.csv,1,True,
يمتلك المستخدم محمد العتيبي صلاحيات إنشاء أوامر الدفع والموافقة عليها في نفس الوقت ضمن نظام Core Banking. يُتيح هذا الوضع له تنفيذ تحويلات مالية بالكامل دون أي رقابة من طرف ثانٍ. تم رصد عدة تحويلات كبيرة اعتمدها بنفسه دون مراجعة مستقلة. يُشكّل هذا انتهاكاً صريحاً لمبدأ الفصل الرباعي في العمليات المالية.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,False,
"امتيازات DB/ERP أوسع من الحاجة: (3) LEAST PRIVILEGE | NETWORK ACCESS TO PRIVILEGED COMMANDS  
Authorize network access to [Assignment: organization-defined privileged commands] 
only for [Assignment: organization-defined compelling operational needs] and document 
the rationale for such access in the security plan for the system",EXCESSIVE_PRIVILEGES,Medium,pdf:NIST_SP_800_53_Access.pdf,1,True,
ضمن تقييم امتثال NCA ECC، الحساب موظف خدمة العملاء في فرع الرياض قام بالاطلاع على بيانات 87 حساباً مصرفياً لعملاء غير مرتبطين بطلبات خدمة مسجلة خلال يوم عمل واحد. النمط المرصود يشير إلى تصفح منهجي لحسابات أصحاب الثروات العالية بالقطاع الخاص. لا يوجد أي تفاعل مع العملاء أو تذاكر خدمة مفتوحة تبرر هذا الوصول. يُحتمل أن يكون الهدف جمع معلومات لصالح جهة خارجية أو منافسة. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,SUSPICIOUS_BEHAVIOR,High,data\imtithal_violations_latest.csv,6,True,
"SIEM/logging gap: physical access monitoring can be coordinated with intrusion detection 
 NIST SP 800-53, REV",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,True,
"SIEM/logging gap: archive data consists of older data that is still important to the 
organization and may be needed for future reference, as well as data that must be retained 
for relevant legal and regulatory compliance.
Data Archiving
It is an information assurance concept in which multiple layers of security controls (defense) 
are placed throughout an information technology (IT) or operation technology (OT) system",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2018.pdf,0,True,
لوحة تحكم نظام إدارة الأمن السيبراني SIEM المستخدمة من قِبل فريق SOC يمكن الوصول إليها ببيانات اعتماد بسيطة دون MFA، وهو أمر بالغ الخطورة نظراً لأن هذا النظام يحتوي على سجلات أمنية شاملة لكامل البنية التحتية. في حال تمكّن مهاجم من الوصول لهذا النظام يمكنه حذف سجلات التدقيق وإخفاء آثار اختراق سابق. تم رصد محاولتَي دخول فاشلتين لحساب محلل أمني باستخدام بيانات اعتماد صحيحة من موقع جغرافي مختلف. غياب MFA على نظام SOC يُعدّ من أشد الثغرات خطورة وفق تصنيف SAMA.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,False,
"ملاحظة امتثال مستخرجة من 0-63-3 (CIS_Controls_v8.pdf): / CIS Controls v8.1.2 Control 6: Access Control Management 37 Safeguards Safeguard 6.1: Establish an Access Granting Process Asset Type:   Documentation    |  Security Function:   Govern    |  |    IG1      IG2      IG3 Establish and follow a documented process, preferably automated, for granting access to enterprise assets upon new hire or role change of a user. Safeguard 6.2: Establish an Access Revoking Process Asset Type:   Documentation    |  Security Function:   Govern    |  |    IG1      IG2      IG3 Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trai",EXCESSIVE_PRIVILEGES,Medium,legal_articles_from_pdfs.json,1,False,
حساب غير مستخدم منذ أشهر في AD: حساب مسؤول IT مؤقت كان يعمل خلال مشروع ترحيل البنية التحتية ومنح الامتيازات Domain Admin مؤقتة لمدة 3 أشهر، انتهت منذ 7 أشهر ولا يزال الحساب نشطاً بصلاحياته الكاملة. المشروع أُنجز واستلمه فريق التشغيل الداخلي. الحساب لا يظهر في تقارير المستخدمين المميزين (Privileged Users) المعتادة بسبب تصنيفه الخاطئ كمستخدم عادي. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
"نقص في سجلات التدقيق audit trail: discussion:  An incident, whether adversarial- or nonadversarial-based, can disrupt established 
communications paths used for system operations and organizational command and control",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0,True,
غياب المصادقة متعددة العوامل MFA: حساب المسؤول عن إدارة نظام Swift المستخدم للتحويلات البنكية الدولية لا يفرض MFA عند الوصول إليه من شبكة الإدارة الداخلية معتقداً خطأً أن الشبكة الداخلية آمنة بما يكفي. يُجري هذا الحساب عمليات تحقق وإرسال رسائل SWIFT المالية الحساسة بين البنوك المراسلة. رُصد مؤخراً أن أحد أجهزة الشبكة الداخلية مصاب ببرمجية خبيثة قادرة على اختطاف الجلسات. يُمثّل هذا الوضع خطراً بالغاً في ضوء الهجمات السابقة على شبكة SWIFT عالمياً.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
انتهاك فصل المهام SoD: تمتلك سارة الحربي، موظفة في قسم الموارد البشرية، صلاحية إنشاء الموظفين الجدد في نظام HR وكذلك صلاحية إضافة المستفيدين في نظام الرواتب والمديني لتنفيذ صرف الرواتب. هذا يعني أنها تستطيع نظرياً إنشاء موظف وهمي وصرف راتبه دون تدخل طرف آخر. تم رصد تطابق غير مبرر في توقيت إنشاء سجلات الموظفين وإضافتهم لكشف الرواتب. المخالفة تنطوي على مخاطر احتيال داخلي عالية جداً في القطاع المصرفي. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,SEGREGATION_OF_DUTIES,Critical,data\imtithal_violations_latest.csv,4,True,
أثناء فحص IAM الأسبوعي، عملية بنكية: نظام الصراف الآلي ونقاط البيع | القسم: الامتثال | حرجية: متوسط | التهديد: اختراق قاعدة البيانات | نقطة الضعف: نقص الوعي الأمني للموظفين | الأصول: أنظمة الدفع الإلكتروني | RTO: 8.0h | RPO: 120m,SUSPICIOUS_BEHAVIOR,Medium,data\bank_scenarios_import.csv,6,True,
خلال مراجعة تدقيق داخلية، حساب المستخدم مستخدم لموظف في فرع الرياض تقاعد قبل 3 أشهر، لا يزال الحساب نشطاً في نظام إدارة علاقات العملاء (CRM) المصرفي. الحساب يمتلك صلاحية عرض محافظ استثمارية كاملة لأكثر من 200 عميل من كبار العملاء (Premium Clients). تم رصد جلسة واحدة نشطة بعد تاريخ التقاعد من جهاز شخصي. لم يتضمن إجراء التقاعد الرسمي أي خطوات لإلغاء وصول الأنظمة. ويتطلب إجراءً تصحيحياً خلال 30 يوماً.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
بعد طلب فريق المخاطر، مسؤول قاعدة البيانات يستطيع إنشاء مستخدمين واعتماد التحويلات. وتم توثيق الملاحظة في تقرير التدقيق.,SEGREGATION_OF_DUTIES,High,scenario_eval,4,True,
حساب موظف جديد في قسم المبيعات المصرفية التقى قبل أسبوعين بُنيت صلاحياته خطأً استناداً إلى نموذج موظف أقدم في قسم مختلف، مما منحه صلاحيات الوصول إلى نظام إدارة علاقات العملاء CRM بمستوى مدير قطاع يشمل بيانات آلاف العملاء من الشريحة الثروية (Premium Banking). هذا الخطأ في التزويد (Provisioning Error) كشف عن ضعف في إجراءات منح الصلاحيات المعتمدة على نماذج الأدوار. تم اكتشاف المخالفة بعد رصد حجم غير اعتيادي من الاستعلامات على بيانات العملاء من حساب حديث الإنشاء. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,EXCESSIVE_PRIVILEGES,Medium,data\imtithal_violations_latest.csv,1,True,
حساب مستخدم نظام الامتثال الخاص بموظف الرقابة الداخلية خالد المطيري يستخدم نمط كلمة مرور دورية متوقعة حيث يتم تغيير الرقم الأخير فقط في كل دورة (مثال: Khaled@2022 ثم Khaled@2023). هذا النمط يتيح تخمين كلمة المرور الحالية بسهولة إذا علم المهاجم كلمة مرور سابقة. النظام المستخدم لا يطبق سياسة منع إعادة استخدام أنماط مشابهة لكلمات المرور السابقة. ويُصنَّف هذا كمخاطرة تشغيلية عالية.,WEAK_PASSWORD,Medium,data\imtithal_violations_latest.csv,7,True,
في بيئة Core Banking الإنتاجية، حساب مسؤول أمن معلومات سابق يُدعى Nora AlShehri في نظام SIEM الخاص بالبنك لم يُعطَّل رغم مرور شهر على استقالتها. الحساب يمتلك صلاحيات الوصول قراءة جميع التنبيهات الأمنية والسجلات وتعطيل قواعد الكشف. يُشكّل وجود هذا الحساب خطراً استراتيجياً إذ قد يُمكّن جهة خارجية من مراقبة أنشطة الرصد الأمني للبنك. تم رصد تسجيل دخول واحد بعد الاستقالة من عنوان IP غير معروف. ولم يُعثر على تذكرة موافقة مرتبطة.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
حساب مقاول خارجي يعمل في مشروع تطوير تطبيق الصيرفة الإلكترونية لا يزال نشطاً بعد انتهاء عقده منذ 4 أشهر. كلمة مرور هذا الحساب لم تتغير منذ بداية المشروع قبل 14 شهراً وتتكون من اسم الشركة المقاولة ورقم بسيط. الحساب يملك صلاحيات الوصول إلى بيئة الاختبار المرتبطة ببيانات عملاء حقيقية جزئياً. يُعدّ بقاء هذا الحساب نشطاً مخالفة لمبدأ أدنى الصلاحيات وإدارة دورة حياة الهوية.,WEAK_PASSWORD,High,data\imtithal_violations_latest.csv,7,False,
هوية النظام بدون 2FA رغم السياسة: تم رصد حساب المدير التنفيذي لتقنية المعلومات يصل إلى نظام الصيرفة الأساسي Core Banking System دون تفعيل المصادقة متعددة العوامل، على الرغم من امتلاكه صلاحيات إدارية كاملة تشمل تعديل بيانات العملاء والحسابات. يُعدّ هذا الوصول عالي الخطورة نظراً لطبيعة الصلاحيات الممنوحة التي تتيح إجراء تحويلات وتعديلات على مستوى النظام. تم اكتشاف المخالفة خلال مراجعة دورية لسجلات الدخول وسياسات الهوية والوصول. غياب MFA يجعل الحساب عرضة للاختراق في حال تسريب كلمة المرور.,MFA_MISSING,Critical,data\imtithal_violations_latest.csv,2,True,
الحساب مستخدم عادي لموظف عمليات في قسم التحويلات يُدعى فيصل السبيعي لم يُستخدم منذ 200 يوم دون أن يُعطَّل تلقائياً. الموظف في إجازة مرضية مطوّلة وليس لديه تاريخ عودة محدد. الحساب لا يزال يمتلك صلاحيات اعتماد التحويلات المالية. يُشكّل هذا الحساب الخامل هدفاً سهلاً لهجمات سرقة الهوية نظراً لطول فترة خموله.,STALE_ACCOUNT,High,data\imtithal_violations_latest.csv,5,True,
حساب خامل أو موظف مغادر: حساب مدير نظام (Domain Admin) خاص بموظف IT غادر البنك بسبب إنهاء خدمته قبل 15 يوماً لا يزال نشطاً في Active Directory. الحساب يملك الأذونات إدارة كاملة على جميع الأنظمة بما فيها نظام SWIFT وخوادم الدفع. تم رصد محاولة تسجيل دخول فاشلة من VPN خارجي بعد يومين من إنهاء الخدمة. عدم تعطيل الحساب جاء نتيجة خلاف على إجراءات الإنهاء بين الموارد البشرية وإدارة IT.,STALE_ACCOUNT,Critical,data\imtithal_violations_latest.csv,5,True,
"نشاط غير طبيعي على الحساب: سيناريو تعافي DRP-025: تهديد 'فشل مزود الخدمة السحابية' يؤثر على [أنظمة البريد الإلكتروني, أنظمة التخزين السحابي, جدران الحماية]. إجراءات: تفعيل خطة استمرارية الأعمال للعمليات المتأثرة. تعطيل الوصول غير المصرح به.",SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6,True,
"سلوك مشبوه anomaly: ملاحظة امتثال مستخرجة من 0-63-3 (NIST_Privacy_Framework.pdf): [8]) A complete statement asserting a property of a subscriber, independent of format. For example, for the attribute “birthday,” a value could be “12/1/1980” or “December 1, 1980.” Availability (44 U.S.C. [13]) Ensuring timely and reliable access to and use of information. Category The subdivision of a Function into groups of privacy outcomes closely tied to programmatic needs and particular activities. Communicate-P (Function) Develop and implement appropriate activities to enable organizations and individuals to have a reliable understanding and engage in a dialogue about how data are processed and associated privacy risks. Confidentiality (44 U.S.C. [13]) Preserving authorized restrictions on information access and disclosure, including means for protecting personal privacy and proprie",SUSPICIOUS_BEHAVIOR,Medium,legal_articles_from_pdfs.json,6,True,
عملية بنكية: خدمات الدفع الإلكتروني | القسم: إدارة الأصول | حرجية: منخفض | التهديد: انقطاع التيار الكهربائي | نقطة الضعف: برامج غير محدثة | الأصول: أنظمة البريد الإلكتروني | RTO: 72.0h | RPO: 480m,SUSPICIOUS_BEHAVIOR,High,data\bank_scenarios_import.csv,6,False,
"Enforcing MFA through a directory service or SSO provider is a satisfactory 
implementation of this Safeguard.
Safeguard 6.4: Require MFA for Remote Network Access
Asset Type:   Users    |  Security Function:   Protect    |  |    IG1      IG2      IG3 
Require MFA for remote network access.
Safeguard 6.5: Require MFA for Administrative Access
Asset Type:   Users    |  Security Function:   Protect    |  |    IG1      IG2      IG3 
Require MFA for all administrative access accounts, where supported, on all enterprise assets, 
whether managed on-site or through a service provider.
 CIS Controls v8.1.2
38
  
Control 6: Access Control Management
Safeguard 6.6: Establish and Maintain an Inventory of Authentication and 
Authorization Systems
Asset Type:   Software    |  Security Function:   Identify    |  |    IG2      IG3 
Establish and maintain an inventory of the enterprise’s authentication and authorization systems, 
including those hosted on-site or at a remote service provider",MFA_MISSING,Medium,pdf:CIS_Controls_v8.pdf,2,False,
