description,category,severity,source,label
"The Regulatory Authorities shall – in coordination with NDMO – develop the 
mechanisms, procedures, and controls required to resolve open data 
disputes pursuant to a specified timeframe and in accordance with the 
organizational hierarchy",AUDIT_LOG_MISSING,Medium,pdf:OpenDataPolicy.pdf,0
"Control implementation guidelines 
• Ensure that the approved documented policy includes the requirements for 
activating and continuously monitoring the cybersecurity event logs of 
industrial network and its associated communications",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"CHAPTER 3 
 
19   
 CONTINGENCY PLANNING GUIDE FOR FEDERAL INFORMATION SYSTEMS 
 
 
Heat-resistant and waterproof containers for backup media and vital non electronic records; 
 
Emergency master system shutdown switch;  
 
Offsite storage of backup media, non electronic records, and system documentation;  
 
Technical security controls, such as cryptographic key management; and 
 
Frequent scheduled backups including where the backups are stored (onsite or offsite) and how 
often they are recirculated and moved to storage",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"The discussion 
section in AU-3 includes privacy risk considerations so that organizations can take those 
considerations into account as they determine the best way to implement the control",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Sharing via common mechanism can increase the susceptibility of data and information to 
unauthorized access, disclosure, use, or modification and can adversely affect the inherent 
capability provided by the system",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Expected deliverables  
• A document (such as approved policy or procedure) indicating the 
identification and documentation of the requirements related to this control  
• A report that outlines the assessment and remediation of cybersecurity 
vulnerabilities throughout the technical project lifecycle and changes to 
information and technology assets  
1-6-2-2 
Conducting a configurations ’  review, secure configuration and 
hardening and patching before changes or going live for technology 
projects",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"For example, information systems that have availability as a security objective 
categorized as low-impact do not require alternate processing or storage sites, and information systems 
that have an availability security objective categorized as moderate-impact require compliance with only 
the first system backup control enhancements",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"Member Organisations should appoint an appropriately qualified and experienced Head 
of Counter-Fraud as accountable for the Counter-Fraud Programme at Senior 
Management level (see control requirement 3.5.e)",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"ملاحظة امتثال مستخرجة من 0-160-1 (NIST_SP_800_53_Access.pdf): ],13 the Risk Management Framework [SP 800-37], the Cybersecurity Framework [NIST CSF], or the Privacy Framework [NIST PF].14 The control selection criteria can be guided and informed by many factors, including mission and business needs, stakeholder protection needs, threats, vulnerabilities, and requirements to comply with federal laws, executive orders, directives, regulations, policies, standards, and guidelines. The combination of a catalog of security and privacy controls and a risk-based control selection process can help organizations comply with stated security and privacy requirements, obtain adequate security for their information systems, and protect the privacy of individuals. 1.2   TARGET AUDIENCE This publication is intended to serve a diverse audience, including: • Individu",AUDIT_LOG_MISSING,Medium,legal_articles_from_pdfs.json,0
"This term is 
often referred to as the surveillance technique in areas that may need 
to be monitored where physical security is an important requirement 
thereto.
 36
Document Classification: Open 
Cloud Cybersecurity Controls
Sharing Notice: White
Terminology
Definition
Change Management
It is a service management system that ensures a systematic and pro­
active approach using effective standard methods and procedures (for 
example, change in infrastructure, networks, etc.)",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC.pdf,0
"(2) SOFTWARE, FIRMWARE, AND INFORMATION INTEGRITY | AUTOMATED NOTIFICATIONS OF INTEGRITY 
VIOLATIONS  
Employ automated tools that provide notification to [Assignment: organization-defined 
personnel or roles] upon discovering discrepancies during integrity verification",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The board 
of the Member Organization can delegate its cyber security responsibilities to a cyber security committee 
(or a senior manager from a control function)",AUDIT_LOG_MISSING,Medium,pdf:SAMA_EN_5888_VER1.pdf,0
"Trusted Device 
A trusted device is a device that the customer owns, 
controls access to, and uses often",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"في سيناريو بنكي واقعي، relevant cybersecurity tools  
• Cybersecurity Function Organizational Structure  
• Cybersecurity Roles and Responsibilities Template  
• Cybersecurity General Policy Template  
 Guide to Essential Cybersecurity 
Controls (ECC) Implementation 
  
 
 
13 
Document Classification:  Public 
TLP: White  
Control implementation guidelines: 
• Establish a cybersecurity function within the organization to enable it to carry 
out its cybersecurity tasks as required, taking into account the following 
points  
o Ensure that the cybersecurity function's reporting line is different from 
that of the IT department or the digital transformation department, as 
per Royal Decree No وتم توثيق الملاحظة في تقرير التدقيق.",AUDIT_LOG_MISSING,Medium,data\train_light_500.csv,0
"4- In accordance with paragraph (2) of this Article, when the Controller becomes aware 
that Personal Data is inaccurate, outdated, or incomplete, the Controller shall take the 
necessary steps to correct, complete, or update it using the available means without 
undue delay",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"Discussion:  In certain situations, it is important that access control decisions can be made 
without information regarding the identity of the users issuing the requests",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Cloud Cybersecurity Controls 
مقيد - محدود 
11 
Document classification: Public  
 
TLP: White 
 
Cloud Cybersecurity Controls Domains and Structure 
Main Domains and Subdomains  
Figure (2) below shows the Main Domains and Subdomains of controls",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC_Cloud.pdf,0
"SA-16 DEVELOPER-PROVIDED TRAINING 
 
Control:  Require the developer of the system, system component, or system service to provide 
the following training on the correct use and operation of the implemented security and privacy 
functions, controls, and/or mechanisms: [Assignment: organization-defined training]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"A Member Organisation should include in its fraud prevention standards, controls to 
mitigate the risk of external fraud occurring, including but not limited to:  
1",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"Designate an [Assignment: organization-defined official] to manage the development, 
documentation, and dissemination of the access control policy and procedures; and 
c",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"These rights empower and grant individuals 
control over their personal data through a number of 
means, for example, the right to access, rectify, and 
erase their personal data",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Handbook.pdf,0
"Public
 !
Article 16 
The Controller shall not disclose Personal Data in the situations stated in Paragraphs (1, 2, 
5) and (6) of Article (15) if the Disclosure: 
1-! Represents a threat to security, harms the reputation of the Kingdom, or conflicts 
with the interests of the Kingdom",AUDIT_LOG_MISSING,Medium,pdf:PersonalDataProtectionLaw.pdf,0
"SC-4 
INFORMATION IN SHARED SYSTEM RESOURCES 
Control:  Prevent unauthorized and unintended information transfer via shared system 
resources",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"نقص في سجلات التدقيق audit trail: discussion:  An incident, whether adversarial- or nonadversarial-based, can disrupt established 
communications paths used for system operations and organizational command and control",AUDIT_LOG_MISSING,Medium,data\train_light_500.csv,0
"The effectiveness of the defined cyber security controls should 
periodically be measured and evaluated.” 
Oracle offers several resources to assist its customers in evaluating and monitoring the effectiveness of OCI security 
controls, including independent third-party audit reports and certifications, and supporting documentation",AUDIT_LOG_MISSING,Medium,pdf:Oracle_SAMA_Advisory.pdf,0
"Related Controls:  AC-2, AC-3, AC-7, AC-17, AC-18, AC-19, AU-9, AU-10, CM-11, CP-9, IA-3, IA-5, 
IA-7, MA-4, MP-2, MP-4, MP-5, SA-4, SA-8, SA-9, SC-8, SC-12, SC-20, SC-23, SC-28, SC-40, SI-3, SI-
7",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The 
responsibility for making such decisions can either be borne wholly by a single controller or shared 
among multiple controllers (e.g",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Guide.pdf,0
"Security-relevant information includes access control lists, 
filtering rules for routers or firewalls, configuration parameters for security services, and 
cryptographic key management information",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"This domain focuses on the design, implementation, 
and support for data storage to maximize data value throughout its lifecycle from creation/acquisition to disposal.
Domain 
Specifications 
Control
Data Operations 
Plan 
Dimension 
Business 
Continuity 
Policy and 
Guidelines 
Database 
Operations 
Performance 
Management 
Strategy 
Execution 
Public
  
 
 
55 
 
9.4.2",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"This respects 
personal rights and prevents misuse of identities
Use deepfakes for constructive purposes like education, 
entertainment, historical reconstructions, and 
accessibility",AUDIT_LOG_MISSING,Medium,pdf:File0001.pdf,0
"The remaining chapters of this document address the following areas of contingency planning: 
 
Chapter 2, Background, provides background information about contingency planning, including 
the purpose of various security and emergency management-related plans, their relationships to 
ISCPs, and how the plans are integrated into an organization’s overall resilience strategy by 
implementing the six steps of the Risk Management Framework (RMF).5  In addition, the way in 
which the FIPS 199 impact levels and NIST SP 800-53 contingency planning controls must be 
considered during the contingency planning process is also explained",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"2-12-3-3 
Continuous monitoring of cybersecurity events.
2-12-3-4 
Retention period for cybersecurity event logs (must be 12 months minimum).
2-12-3-5 
2-12-3
The cybersecurity requirements for event logs and monitoring management must be reviewed 
periodically.
2-12-4
Cybersecurity Incident and Threat Management
2-13
To ensure timely identification, detection, effective management and handling of cybersecurity 
incidents and threats to prevent or minimize negative impacts on organization’s operation taking 
into consideration the Royal Decree number 37140, dated 14/8/1438H.
Objective
Controls
Requirements for cybersecurity incidents and threat management must be defined, documented 
and approved.
2-13-1
The requirements for cybersecurity incidents and threat management must be implemented.
2-13-2
The requirements for cybersecurity incidents and threat management must include at least the 
following: 
Cybersecurity incident response plans and escalation procedures",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2018.pdf,0
"The control catalog can be viewed 
as a toolbox containing a collection of safeguards, countermeasures, techniques, and processes 
to respond to security and privacy risks",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Vulnerability  
A 
weakness 
in 
any 
information 
technology 
asset (such as software and 
systems) or a process, 
control, or anything, that 
could be exploited to 
negatively 
impact 
cybersecurity.
Clarification 
Addition 
List of the 
Abbreviations 
 
DDoS: Distributed Denial 
of Service Attack 
DKIM: 
Domain 
Keys 
Identified Mail 
DMARC: Domain Message 
Authentication Reporting 
and Conformance  
SPF: 
Sender 
Policy 
Framework 
 
 
Addition 
of 
abbreviations 
Deletion 
List of the 
Abbreviations 
ICS: Industrial Control 
System 
SIS: Safety Instrumented 
System 
 
Controls in domain 5 
moved to the OTCC 
(Operational 
Technology 
Cybersecurity 
Controls) 
 
 Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
53 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"Personal Data Protection Law 
 
 
7 
Article 24 
The Regulations shall, in a manner not inconsistent with this Law, determine the additional controls 
and procedures regarding the processing of credit data to ensure the protection of the privacy of the 
data subjects and their rights as stipulated in this Law and the Credit Information Law, provided that 
they include the following: 
1",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Law.pdf,0
"central management 
The organization-wide management and implementation of 
selected security and privacy controls and related processes",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"NCA’s mandate and duties fulfill the strategic and regulatory cybersecurity needs related 
to the development and issuance of cybersecurity national policies, governance mechanisms, 
frameworks, standards, controls and guidelines",AUDIT_LOG_MISSING,Medium,pdf:NCA_CSCC.pdf,0
"(8) PHYSICAL ACCESS CONTROL | ACCESS CONTROL VESTIBULES 
Employ access control vestibules at [Assignment: organization-defined locations within the 
facility]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"This is achieved through secure-by-design systems and clear risk man­
agement mechanisms, including encryption, ethical controls, and ongoing audits",AUDIT_LOG_MISSING,Medium,pdf:AIAdoptionFramework.pdf,0
"Guide to Essential Cybersecurity 
Controls (ECC) Implementation
 
 
112 
Document Classification:  Public 
TLP: White  
o Requirements for the classification of vulnerabilities according to their 
severity",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"4.1.3 Risk Appetite 
 
Principle 
Member Organisations should define, approve, and apply their Fraud Risk Appetite when 
designing and implementing Counter-Fraud systems and controls",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"• Evidence showing the implementation of data and information protection 
controls, including but not limited to: 
o Provide a data and information governance matrix that clarifies the 
ownership of data and information",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"Other types of access agreements include nondisclosure agreements, conflict-of-interest 
agreements, and acceptable use agreements (see PS-6)",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Guide to Essential Cybersecurity 
Controls (ECC) Implementation
 
 
160 
Document Classification:  Public 
TLP: White  
• Ensure that third parties develop communication procedures with the 
organization, including communication means and data in the event of a 
cybersecurity incident that may affect the organization's data or service 
provided by the third party",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
نظام الامتثال ومكافحة غسيل الأموال (AML System) يفتقر إلى سجلات تدقيق لعمليات تجاوز التنبيهات التلقائية (Alert Override) من قبل محللي الامتثال. تم اكتشاف أن 47 تنبيهاً عالي الخطورة تم تجاوزها دون توثيق مبرر قانوني واضح في السجلات. هذا الوضع يعرض البنك لمخاطر تنظيمية بالغة مع هيئة السوق المالية ومؤسسة النقد. غياب هذه السجلات قد يُعدّ قرينة على التقصير المتعمد في تطبيق متطلبات مكافحة غسيل الأموال.,AUDIT_LOG_MISSING,Critical,data\imtithal_violations_latest.csv,0
"Guide to Essential Cybersecurity 
Controls (ECC) Implementation 
  
 
 
103 
Document Classification:  Public 
TLP: White  
• Evidence showing the implementation of the requirements of the approved 
technical cryptographic solutions standard controls and the restrictions applied 
to them (e.g., a screenshot showing evidence of ensuring that modern and 
advanced technologies are used to implement the standard controls of 
approved technical cryptography solutions and the restrictions applied to all 
systems in the organization)",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"• Results of measurement and evaluation are used to 
identify opportunities for improvement of the cyber 
security controls",AUDIT_LOG_MISSING,Medium,pdf:SAMA_EN_5888_VER1.pdf,0
"AC-23 DATA MINING PROTECTION 
Control:  Employ [Assignment: organization-defined data mining prevention and detection 
techniques] for [Assignment: organization-defined data storage objects] to detect and protect 
against unauthorized data mining",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Cloud Cybersecurity Controls
 
 مقيد - محدود 
36 
Document classification: Public  
 
TLP: White 
Terminology 
Definition 
Cloud Technology 
Stack (CTS) 
Layered architecture of technologies that are essential to implement cloud 
computing services: (Data Center infrastructure, LAN, storage/ compute/ 
hyper convergence hardware, hypervisor, cloud management platform, 
virtual appliances, OSs, application software, O&M platforms, cloud 
security technologies etc.…)  
Compromise 
Disclosure of or obtaining information by unauthorized persons, which are 
unauthorized to be leaked or obtained, or violation of the cybersecurity 
policy of the Entity through disclosure, change, sabotage, or loss of 
anything, either intentionally or unintentionally",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC_Cloud.pdf,0
"Control implementation guidelines 
• Define and document the requirements of this control in the cybersecurity 
requirements document and approve them by the representative, provided that 
they include the requirements of the communication procedures in the event 
of a cybersecurity incident",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"At the enterprise level, AI de­
mands a fundamental shift in how services are designed and decisions are made, requiring cultural and 
organizational transformation, guided by strong leadership, flexible infrastructure, and readiness to adopt 
new governance models that balance innovation with enterprise control.
Ethical concerns are also central, particularly issues related to fairness, privacy, and unintended discrim­
ination",AUDIT_LOG_MISSING,Medium,pdf:AIAdoptionFramework.pdf,0
"2-7 
Data and Information Protection 
Objective
To ensure confidentiality, integrity, accuracy, and availability of the entity’s data and 
information, as per the entity’s regulatory policies and procedures and the relevant 
legislative and regulatory requirements 
Controls 
2-7-1 
Cybersecurity requirements for protecting and handling data and information of the 
entity shall be identified, documented, and approved, as per the relevant legislative and 
regulatory requirements",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"https://doi.org/10.6028/NIST.IR.7966   
[IR 8011-1] 
Dempsey KL, Eavy P, Moore G (2017) Automation Support for Security 
Control Assessments: Volume 1: Overview",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The 
numbering of the Subcategories is intentionally not sequential; gaps in numbering indicate CSF 
1.1 Subcategories that were relocated in CSF 2.0",AUDIT_LOG_MISSING,Medium,pdf:NIST_CSF.pdf,0
"Control Enhancements: 
(1) TRUSTED PATH | IRREFUTABLE COMMUNICATIONS PATH 
(a) Provide a trusted communications path that is irrefutably distinguishable from other 
communications paths; and 
(b) Initiate the trusted communications path for communications between the 
[Assignment: organization-defined security functions] of the system and the user",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The effectiveness of this process should be
measured and periodically evaluated.
Objective
To obtain an adequate understanding of the Member Organization’s emerging threat posture.
SAMA CSF Control
Consideration
SAMA CSF Language
Company Enables
3.3.16-1
1",AUDIT_LOG_MISSING,Medium,pdf:SAMA_CSF.pdf,0
"Controls 
1-1-1 
The cybersecurity strategy of the entity shall be identified, documented, and approved, 
and it shall be supported by the head of the entity or his/her delegate (Hereinafter 
referred to as the “Authorized Official”)",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"System designers need to account for individuals as stakeholders in the overall development of 
the solution.…Designing for privacy must connect individuals’ privacy desires with system 
requirements and controls in a way that effectively bridges the aspirations with development….”  
THE NATIONAL PRIVACY RESEARCH STRATEGY 
NATIONAL SCIENCE AND TECHNOLOGY COUNCIL, NETWORKING AND INFORMATION TECHNOLOGY RESEARCH AND DEVELOPMENT PROGRAM 
 NIST SP 800-53, REV",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The security and privacy capabilities provided by 
common controls can be inherited from many sources, including mission or business lines, 
organizations, enclaves, environments of operation, sites, or other systems or programs",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Control implementation guidelines 
• Develop and document cybersecurity policy for network security in the 
organization, including the following: 
o Network Access Requirements 
 Guide to Essential Cybersecurity 
Controls (ECC) Implementation
 
 
76 
Document Classification:  Public 
TLP: White  
o Third Parties Access Requirements to the Network 
o Network Protection Requirements 
o Physical and environmental security requirements to ensure that network 
devices are stored in a secure and appropriate environment 
• Security technology standard controls for all network devices used within the 
organization must be defined, documented and approved",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"This includes planning, implementing, assessing, authorizing, 
and monitoring the organization-defined, centrally managed controls and processes",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Article 36: Auditing and Controlling  
1- The purpose of auditing and controlling is to ensure that the entity is properly 
protecting Personal Data through audits and checks of Personal Data processing 
activities, and related controls and procedures, and identification of compliance gaps 
with the Law and its Regulations",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"Discussion:  Access agreements include nondisclosure agreements, acceptable use agreements, 
rules of behavior, and conflict-of-interest agreements",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Controls and Specifications  
 
 
Specification 
# 
Specification 
Name 
Control Specification 
Priority 
DSI.1.1 
Initial Data 
Integration 
Assessment 
The Entity shall perform an Initial Data 
Integration Assessment to identify pain points 
and inefficiencies in the data movement and the 
integration across the Entity",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"1-4 
Cybersecurity Roles and Responsibilities 
Objective To ensure that roles and responsibilities are clearly defined for all parties participating 
in implementing the cybersecurity controls within the entity",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"Cloud Cybersecurity Controls 
مقيد - محدود 
29 
Document classification: Public  
 
TLP: White 
Annexes 
Annex No",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC_Cloud.pdf,0
"The Right to claim compensation for material or moral damage if the Data 
Subject is harmed as a result of any violation stipulated in the Law and its 
Implementing Regulations",AUDIT_LOG_MISSING,Medium,pdf:PrivacyPolicyGuideline.pdf,0
"The appropriate 
cryptographic standard level shall be implemented based on the nature and sensitivity 
of the data, systems, and networks to be protected as well as the entity’s risk assessment, 
 Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
24 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
and as per the relevant legislative and regulatory requirements, as follows:
2.8.3.1 Approved cryptographic systems and solutions standards and their technical and 
regulatory restrictions",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"Discussion:  Simultaneously implementing a mandatory access control policy and a 
discretionary access control policy can provide additional protection against the 
unauthorized execution of code by users or processes acting on behalf of users",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"This has a direct effect on the training and implementation of these systems since 
the criteria for the data’s organization, and structuring must be transparent and explainable in 
their acquisition and collection adhering to data privacy regulations and intellectual property 
standards and controls.
Build and Validate: 
1- Transparency in AI is thought about from two perspectives, the first is the process behind it 
(the design and implementation practices that lead to an algorithmically supported outcome) and 
the second is in terms of its product (the content and justification of that outcome)",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_AI_Ethics.pdf,0
"•
To ensure lawful cross-border transfers of personal data outside the KSA.
•
To implement all the necessary organisational, administrative and technical measures to protect 
personal data.
•
To cooperate only with those Processors that provide necessary guarantees to implement the 
provisions of the PDPL and the Regulations, to enter into data processing agreements with 
Processors, and to monitor compliance of Processors with such agreements.
•
To notify any changes in personal data to entities to which the personal data was transferred.
•
To notify the Competent Authority and data subjects of personal data breaches.
•
To appoint a Data Protection Officer, where required by the Implementing Regulation7.
•
To comply with requirements of the PDPL and Implementing Regulation to specific types of 
processing activities, for example:
–
processing of health data and credit data;
–
processing of personal data for sending advertising or awareness-raising materials;
–
processing of personal data for scientific, research, or statistical purposes;
–
disclosure of personal data;
–
copying official documents where data subjects are identifiable.
•
To comply with the rules for registration of ",AUDIT_LOG_MISSING,Medium,pdf:PwC_PDPL_Guide.pdf,0
"Discussion:  Organizations log system accesses associated with applying configuration 
changes to ensure that configuration change control is implemented and to support after-
the-fact actions should organizations discover any unauthorized changes",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Article 13 
The controller shall, prior to collecting personal data directly from the data subject, use adequate 
means to inform him of the following: 
1",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Law.pdf,0
"SC-49  HARDWARE-ENFORCED SEPARATION AND POLICY ENFORCEMENT 
Control:  Implement hardware-enforced separation and policy enforcement mechanisms 
between [Assignment: organization-defined security domains]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"5- The Controller shall take appropriate organizational, administrative and technical 
measures to avoid the impact of Processing inaccurate, incomplete, or outdated 
Personal Data, including: 
a) Develop and update internal policies and procedures in accordance with the 
provisions of the Law and this Regulation, including procedures that enable Data 
Subjects to exercise their right to request correction in accordance with the 
provisions of the Law and this Regulation",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"6  For example, in many cases, critical resources (such as electric power or telecommunications) may reside outside the 
organization’s control, and the organization may be unable to ensure their availability",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"Protection and control of mobile 
devices is behavior or policy-based and requires users to take physical action to protect and 
control such devices when outside of controlled areas",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"https://doi.org/10.6028/NIST.SP.800-171r2  
[SP 800-172] 
Ross RS, Pillitteri VY, Graubart RD, Guissanie G, Wagner R, Bodeau D (2020) 
Enhanced Security Requirements for Protecting Controlled Unclassified 
Information: A Supplement to NIST Special Publication 800-171 (Final Public 
Draft)",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Security and privacy requirements and control 
integration are most effectively accomplished through the rigorous application of the Risk 
Management Framework [SP 800-37] and supporting security standards and guidelines",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"5- Core activities: Activities conducted by the Controller to achieve its core 
objectives",AUDIT_LOG_MISSING,Medium,pdf:RulesforAppointingPersonalDataProtectionOfficer.pdf,0
"Retain the device lock until the user reestablishes access using established identification and 
authentication procedures",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Guide to Essential Cybersecurity 
Controls (ECC) Implementation 
  
 
 
51 
Document Classification:  Public 
TLP: White  
2-1-3 
Acceptable use policy of information and technology assets must be defined, 
documented and approved",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"2- In the following cases, the Controller shall retain the Personal Data after the purpose 
of the Collection ceases to exist: 
a)! If there is a legal basis for retaining the Personal Data for a specific period, in which 
case the Personal Data shall be destroyed upon the lapse of that period or when the 
purpose of the Collection is satisfied, whichever longer",AUDIT_LOG_MISSING,Medium,pdf:PersonalDataProtectionLaw.pdf,0
"Example implementations include, 
version controlling backup destinations through offline, cloud, or off-site systems or services.
Safeguard 11.5: Test Data Recovery
Asset Type:   Data    |  Security Function:   Recover    |  |    IG2      IG3 
Test backup recovery quarterly, or more frequently, for a sampling of in-scope enterprise assets.
 CIS Controls v8.1.2
Control 12: Network Infrastructure Management
  
57
CONTROL 12
Network Infrastructure Management
Safeguards:   8    |  |  IG1:   1/8    |  IG2:   7/8    |  IG3:   8/8 
Overview
Establish, implement, and actively manage (track, report, correct) network devices, in order to 
prevent attackers from exploiting vulnerable network services and access points.
Why is this Control critical?
Secure network infrastructure is an essential defense against attacks",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"1-2
Cybersecurity Risk Management
Objective
To ensure managing cybersecurity risks in a methodological approach in order to protect 
the organization’s information and technology assets as per organizational policies and pro-
cedures, and related laws and regulations.
Controls
1-2-1
In addition to the controls within subdomain 1-5 in the ECC, requirements for cybersecu-
rity risk management should include at least the following:
1-2-1-1
Assessment of the cybersecurity risks for telework systems, once per year 
at least.
1-2-1-2
Assessment of cybersecurity risks during planning and before permitting 
telework for any service or system.
1-2-1-3
Including the cybersecurity risks related to telework systems and its 
related services and systems in the entity's cybersecurity risk register, and 
monitoring it at least once a year.
Telework Cybersecurity Controls
Cybersecurity Governance
1
 15
Telework Cybersecurity Controls
Sharing Notice: White
Document Classification: Open  
1-3
 Cybersecurity Awareness and Training Program
Objective
To ensure that personnel are aware of their cybersecurity responsibilities and have the es-
sential cybersecurity awareness",AUDIT_LOG_MISSING,Medium,pdf:NCA_TCC.pdf,0
"424 
APPENDIX C   CONTROL SUMMARIES .........................................................................................",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The existence of regulations that ensure the protection of personal data 
and the rights of data subjects, including the right to seek 
compensation for damages caused by violations of these rights",AUDIT_LOG_MISSING,Medium,pdf:RegulationonPersonalDataEN.pdf,0
"Verification of the authorization to transfer information also applies to control plane traffic 
(e.g., routing and DNS) and services (e.g., authenticated SMTP relays)",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
