description,category,agent,source,scenario_id,operation_name
"**معرف العملية:** P-070
    **اسم العملية:** تطبيق القروض عبر الإنترنت

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'برمجيات خبيثة' يستهدف 'جدران الحماية'، وهو أحد الأصول الرئيسية لعملية 'تطبيق القروض عبر الإنترنت'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'برامج غير محدثة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'تطبيق القروض عبر الإنترنت' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 48.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 120 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-070,تطبيق القروض عبر الإنترنت
"**معرف العملية:** P-071
    **اسم العملية:** التقارير التنظيمية

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'كارثة طبيعية' يستهدف 'أنظمة الدفع الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'التقارير التنظيمية'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'التقارير التنظيمية' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 15 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 2 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحديث الخطط والإجراءات بناءً على الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** عبدالله الشهراني (إدارة الأمن السيبراني)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-071,التقارير التنظيمية
"**معرف العملية:** P-072
    **اسم العملية:** معالجة الرواتب

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'كارثة طبيعية' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'معالجة الرواتب'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'برامج غير محدثة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'معالجة الرواتب' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 0.5 ساعة (RTO) مع فقدان بيانات لا يتجاوز 5 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 4 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-072,معالجة الرواتب
"**معرف العملية:** P-073
    **اسم العملية:** التحقق من هوية العميل (KYC)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'انقطاع التيار الكهربائي' يستهدف 'جدران الحماية'، وهو أحد الأصول الرئيسية لعملية 'التحقق من هوية العميل (KYC)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'برامج غير محدثة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'التحقق من هوية العميل (KYC)' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 15 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 2 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - إجراء تحليل ما بعد الحادث (Post-Incident Review) وتوثيق الدروس المستفادة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-073,التحقق من هوية العميل (KYC)
"**معرف العملية:** P-074
    **اسم العملية:** خدمات الدفع الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'انقطاع التيار الكهربائي' يستهدف 'أنظمة البريد الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'خدمات الدفع الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'برامج غير محدثة'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'خدمات الدفع الإلكتروني' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 72.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 96 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - عزل مصدر التسرب وتحديد نوع البيانات المتأثرة وحجمها والأطراف المتضررة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** سارة المحمد (إدارة الامتثال)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-074,خدمات الدفع الإلكتروني
"**معرف العملية:** P-075
    **اسم العملية:** عمليات الخزانة

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تصيد احتيالي (Phishing)' يستهدف 'تطبيقات الويب'، وهو أحد الأصول الرئيسية لعملية 'عمليات الخزانة'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'ضعف كلمات المرور'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'عمليات الخزانة' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 8.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 72 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - إعداد خطط اتصال طارئة مع أصحاب المصلحة الرئيسيين.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تفعيل خطة استمرارية الأعمال للعمليات المتأثرة.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تعزيز الإجراءات الأمنية لمنع تكرار الحادث.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-075,عمليات الخزانة
"**معرف العملية:** P-076
    **اسم العملية:** إدارة الأصول

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'أنظمة البريد الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'إدارة الأصول'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقطة دخول واحدة للفشل'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'إدارة الأصول' ذات حرجية 'حرج'، وتتطلب استعادة خلال 4.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 8 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تحويل حركة المرور إلى الموقع البديل (DR Site).
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - استعادة الأنظمة والبيانات من النسخ الاحتياطية النظيفة.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** حرج",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-076,إدارة الأصول
"**معرف العملية:** P-077
    **اسم العملية:** إدارة المستندات

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'برمجيات خبيثة' يستهدف 'أنظمة كشف التسلل'، وهو أحد الأصول الرئيسية لعملية 'إدارة المستندات'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'إدارة المستندات' ذات حرجية 'حرج'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 8 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تفعيل خطة الاتصال الطارئة لإبلاغ الموظفين والعملاء.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** طلب تفعيل خطة استمرارية الأعمال.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-077,إدارة المستندات
"**معرف العملية:** P-078
    **اسم العملية:** تطبيق القروض عبر الإنترنت

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'كارثة طبيعية' يستهدف 'أجهزة المستخدمين النهائية'، وهو أحد الأصول الرئيسية لعملية 'تطبيق القروض عبر الإنترنت'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقطة دخول واحدة للفشل'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'تطبيق القروض عبر الإنترنت' ذات حرجية 'حرج'، وتتطلب استعادة خلال 4.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 8 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-078,تطبيق القروض عبر الإنترنت
"**معرف العملية:** P-079
    **اسم العملية:** التحقق من هوية العميل (KYC)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'خطأ بشري' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'التحقق من هوية العميل (KYC)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'عدم وجود تشفير للبيانات'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'التحقق من هوية العميل (KYC)' ذات حرجية 'حرج'، وتتطلب استعادة خلال 4.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 8 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-079,التحقق من هوية العميل (KYC)
"**معرف العملية:** P-080
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نظام قديم'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 72.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 720 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 168 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** فشل نظام حرج يؤثر على العملاء.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض جداً",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-080,نظام تخطيط موارد المؤسسة (ERP)
"**معرف العملية:** P-081
    **اسم العملية:** تطبيق القروض عبر الإنترنت

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'خطأ بشري' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'تطبيق القروض عبر الإنترنت'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'تطبيق القروض عبر الإنترنت' ذات حرجية 'متوسط'، وتتطلب استعادة خلال 12.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 480 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 48 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-081,تطبيق القروض عبر الإنترنت
"**معرف العملية:** P-082
    **اسم العملية:** خدمات الاستثمار

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'أنظمة التخزين السحابي'، وهو أحد الأصول الرئيسية لعملية 'خدمات الاستثمار'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'ضعف كلمات المرور'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'خدمات الاستثمار' ذات حرجية 'حرج جداً'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 2 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تحديد موقع بديل للتعافي من الكوارث (DR Site) وتجهيزه.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تقييم الأضرار الأولية وتحديد النظم والبيانات الأكثر حرجية.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تقديم تقارير الامتثال للجهات التنظيمية (SAMA, NCA) بعد التعافي.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** فشل نظام حرج يؤثر على العملاء.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-082,خدمات الاستثمار
"**معرف العملية:** P-083
    **اسم العملية:** نظام الخدمات المصرفية الأساسية

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'تسرب بيانات' يستهدف 'أنظمة البريد الإلكتروني'، وهو أحد الأصول الرئيسية لعملية 'نظام الخدمات المصرفية الأساسية'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص النسخ الاحتياطي'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام الخدمات المصرفية الأساسية' ذات حرجية 'حرج'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 30 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 8 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تدريب الموظفين على الوعي الأمني وسياسات التعامل مع البيانات.
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - تعطيل الوصول غير المصرح به.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - تحليل سبب التسرب وتشفير البيانات بناءً على تصنيفها.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** عبدالله الشهراني (إدارة الأمن السيبراني)
    - **طريقة التواصل:** {'الطريقة': 'تطبيق المراسلة الآمن', 'الاسم': 'SecureChat'}
    - **سبب التواصل:** تحديث حالة التعافي من الكوارث.

    **الخطر المتبقي المتوقع بعد الاستجابة:** متوسط",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-083,نظام الخدمات المصرفية الأساسية
"**معرف العملية:** P-084
    **اسم العملية:** منصة التداول الإلكتروني

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'برمجيات خبيثة' يستهدف 'خوادم قواعد البيانات'، وهو أحد الأصول الرئيسية لعملية 'منصة التداول الإلكتروني'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'منصة التداول الإلكتروني' ذات حرجية 'حرج'، وتتطلب استعادة خلال 2.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 120 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 24 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** مرتفع",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-084,منصة التداول الإلكتروني
"**معرف العملية:** P-085
    **اسم العملية:** نظام تخطيط موارد المؤسسة (ERP)

    **وصف الحادثة:**
    في صباح يوم عمل اعتيادي، تم رصد تهديد من نوع 'اختراق قاعدة البيانات' يستهدف 'أنظمة إدارة الهوية والوصول'، وهو أحد الأصول الرئيسية لعملية 'نظام تخطيط موارد المؤسسة (ERP)'. تشير التحليلات الأولية إلى أن هذا التهديد استغل 'نقص الوعي الأمني للموظفين'. الأثر المتوقع لهذا الحادث كبير، حيث أن العملية 'نظام تخطيط موارد المؤسسة (ERP)' ذات حرجية 'منخفض'، وتتطلب استعادة خلال 48.0 ساعة (RTO) مع فقدان بيانات لا يتجاوز 1440 دقيقة (RPO). الحد الأقصى المقبول للانقطاع (MAO) هو 120 ساعة. مستوى الخطر المتأصل لهذا السيناريو يُقدر بـ 'حرج'.

    **إجراءات الاستجابة المبدئية (مستوحاة من خطة التعافي):**
    **1. إجراءات استباقية (قبل الحادثة - تم تطبيقها جزئياً):**
    - تطبيق أنظمة كشف التسلل ومنع التسلل (IDS/IPS).
    **2. إجراءات أثناء الأزمة (الاستجابة الفورية):**
    - التنسيق مع الجهات التنظيمية (SAMA, NCA) حسب متطلبات الإبلاغ.
    **3. إجراءات التعافي بعد الأزمة (الخطوات اللاحقة):**
    - اختبار وظائف الأنظمة المستعادة والتحقق من سلامة البيانات.

    **آلية التواصل المبدئية:**
    - **مسؤول التواصل:** فهد العتيبي (إدارة تكنولوجيا المعلومات)
    - **طريقة التواصل:** {'الطريقة': 'الخط الساخن', 'الرقم': '99000'}
    - **سبب التواصل:** التنسيق مع SAMA بشأن حادث مالي.

    **الخطر المتبقي المتوقع بعد الاستجابة:** منخفض",BCM_SCENARIO,bcm,detailed_scenarios_for_ai,P-085,نظام تخطيط موارد المؤسسة (ERP)
