description,category,severity,source,label
"Central management includes planning, implementing, 
assessing, authorizing, and monitoring the organization-defined, 
centrally managed security and privacy controls and processes",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"(3) ACCESS CONTROL FOR OUTPUT DEVICES | MARKING OUTPUT DEVICES 
[Withdrawn: Incorporated into PE-22.] 
References:  [IR 8023]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"CIS Controls v8.1.2
A8
  
Glossary
Servers
A device or system that provides resources, data, services, 
or programs to other devices on either a local area network 
or wide area network",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"• 
References, Glossary, Acronyms, and Control Summaries provide additional information on 
the use of security and privacy controls.23
 
23 Unless otherwise stated, all references to NIST publications refer to the most recent version of those publications",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Example implementations include managing 
configuration through version-controlled Infrastructure-as-Code (IaC) and accessing administrative 
interfaces over secure network protocols, such as Secure Shell (SSH) and Hypertext Transfer 
Protocol Secure (HTTPS)",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"• Create a periodic schedule to review and update physical access authorities for 
critical areas",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"AC-17(6) 
PROTECTION OF MECHANISM INFORMATION 
O 
 
AC-17(7) 
ADDITIONAL PROTECTION FOR SECURITY FUNCTION ACCESS 
W: Incorporated into AC-3(10)",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Operational aspects include procedures (i.e., manually executed operations) 
and personnel (i.e., individuals operating technical controls and/or executing manual 
procedures)",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Objective 
To ensure that the Member Organization only provides authorized and sufficient access privileges to 
approved users",AUDIT_LOG_MISSING,Medium,pdf:SAMA_EN_5888_VER1.pdf,0
"Hotline available 24 hours to report suspected fraud and take immediate action to 
respond to the fraud (e.g., blocking account access or cards)",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
نظام مكافحة غسل الأموال (AML System) لا يحتفظ بسجل لعمليات تجاوز أو تعطيل قواعد الكشف من قِبل محللي الامتثال. تم رصد أن 23 تنبيهاً عالي الخطورة تم إغلاقها خلال الربع الأخير دون توثيق مسوّغ كافٍ أو مراجعة مشرف. السجلات الموجودة تُظهر نتيجة القرار فقط دون توثيق المعلومات الداعمة أو مسار الموافقة. هذا الوضع يُضعف قدرة البنك على إثبات الامتثال التنظيمي أمام جهات الرقابة.,AUDIT_LOG_MISSING,Critical,data\imtithal_violations_latest.csv,0
"Oracle has also implemented security controls to protect the confidentiality, integrity, and availability of customer 
applications and data running on OCI",AUDIT_LOG_MISSING,Medium,pdf:Oracle_SAMA_Advisory.pdf,0
" Detail description about the reasons that the member organisation could not meet 
the required control",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"ملاحظة امتثال مستخرجة من 0-63-3 (NIST_SP_800_53_Access.pdf): ], [SP 800-124]. AC-8 SYSTEM USE NOTIFICATION Control: a. Display [Assignment: organization-defined system use notification message or banner] to users before granting access to the system that provides privacy and security notices consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines and state that: 1. Users are accessing a U.S. Government system; 2. System usage may be monitored, recorded, and subject to audit; 3. Unauthorized use of the system is prohibited and subject to criminal and civil penalties; and 4. Use of the system indicates consent to monitoring and recording; b. Retain the notification message or banner on the screen until users acknowledge the usage conditions and take explicit actions to log on to or further access",AUDIT_LOG_MISSING,Medium,legal_articles_from_pdfs.json,0
"2-3-T-1
In addition to Subcontrols in the ECC control 2-3-3, the CST shall cover the following 
additional Subcontrols for cybersecurity requirements for information system and 
processing facilities protection requirements, as a minimum: 
2-3-T-1-1
Verifying that the CSP isolates the community cloud services provided 
to CSTs (government entities and CNI entities) from any other cloud 
computing provided to entities outside the scope of work",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC_Cloud.pdf,0
The Regulations shall set out the controls required by the provisions of this Article,AUDIT_LOG_MISSING,Medium,pdf:PersonalDataProtectionLaw.pdf,0
بيئة الاختبار والتطوير (Development/Testing Environment) لنظام إدارة بطاقات الائتمان تحتوي على بيانات حقيقية لعملاء وتعمل دون أي سجلات تدقيق فعّالة. يتمكن مطورو البرمجيات من الاطلاع على بيانات حاملي البطاقات وأرقام البطاقات والحدود الائتمانية دون أي توثيق. رُصد أن بعض المطورين الخارجيين (Outsourced Developers) يصلون إلى هذه البيئة من خارج المملكة دون تسجيل تفصيلي. هذا يُشكّل خطراً بالغاً على الامتثال لمعيار PCI-DSS بالإضافة إلى متطلبات ساما والهيئة الوطنية للأمن السيبراني.,AUDIT_LOG_MISSING,Critical,data\imtithal_violations_latest.csv,0
"Federal 
agencies include public privacy impact assessments, system of records notices, computer 
matching notices and agreements, [PRIVACT] exemption and implementation rules, privacy 
reports, privacy policies, instructions for individuals making an access or amendment request, 
email addresses for questions/complaints, blogs, and periodic publications",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The committee shall include the head of the cybersecurity 
1
 Essential Cybersecurity Controls
 ﻣﻘﻴﺪ- 
 ﻣحﺪود 
14 
Document classification: Public  
 
 
 
 
 
 
 
TLP: White 
 مقيد- 
 محدود 
department as a member",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"Employ the following controls to achieve the denial-of-service objective: [Assignment: 
organization-defined controls by type of denial-of-service event]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"As the 
central management of controls is generally associated with the concept of common (inherited) 
controls, such management promotes and facilitates standardization of control implementations 
and management and the judicious use of organizational resources",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Organizations consider the risk related to new or increased threats that may be introduced when 
systems exchange information with other systems that may have different security and privacy 
requirements and controls",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Control Enhancements: 
(1) CONFIGURATION MANAGEMENT PLAN | ASSIGNMENT OF RESPONSIBILITY  
Assign responsibility for developing the configuration management process to 
organizational personnel that are not directly involved in system development",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Discussion:  In certain situations, the nature of the vulnerability scanning may be more 
intrusive, or the system component that is the subject of the scanning may contain classified 
or controlled unclassified information, such as personally identifiable information",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The Controller shall also inform the Data Subject whether collection of this data      
is mandatory or optional for processing purposes",AUDIT_LOG_MISSING,Medium,pdf:PrivacyPolicyGuideline.pdf,0
"Related Controls:  AC-20, CA-5, CA-6, CA-7, PM-9, RA-5, RA-10, SA-11, SC-38, SI-3, SI-12, SR-2, SR-
3",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Member Organisations should ensure that individuals responsible for operating internal 
fraud controls are sufficiently independent from the individuals they are monitoring",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"5- The record of Personal Data Processing activities shall include, at a minimum, the 
following: 
a) Controller’s name and relevant contact details",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"Organizations that have facilities that are classified as L3 are required 
to implement L3 controls at minimum",AUDIT_LOG_MISSING,Medium,pdf:NCA_OTCC_Mapping.pdf,0
"(3) The organization identifies potential accessibility problems to the alternate storage site in the 
event of an area-wide disruption or disaster and outlines explicit mitigation actions",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"These are now used 
in smart assistants and accessibility applications for individuals with disabilities.
As AI continues to integrate with physical systems, intelligent robots have emerged, combining soft­
ware-driven analysis with physical movement",AUDIT_LOG_MISSING,Medium,pdf:AIAdoptionFramework.pdf,0
"The controller may specify the periods for exercising the right of access stipulated in Article 4(2) 
of this Law, and the Competent Authority shall specify the appropriate duration therefor",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Law.pdf,0
"The 
Data Catalog access groups shall be defined 
based on access rights to the Metadata and scope 
of the Metadata",AUDIT_LOG_MISSING,Medium,pdf:DataManagementPersonalDataProtectionStandards.pdf,0
"Alternatively, 
organizations may use all five of the 
Cybersecurity Framework Functions in 
conjunction with Identify-P, Govern-P, 
Control-P, and Communicate-P to 
collectively address privacy and 
cybersecurity risks",AUDIT_LOG_MISSING,Medium,pdf:NIST_Privacy_Framework.pdf,0
"Mainframe 
contingency solutions should include duplicating interfaces and telecommunications 
infrastructure as well as coordinating with network security policies, such as stringent access 
controls",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"White – No Restriction 
 
 
 
 
 
 
 Guide to Essential Cybersecurity 
Controls (ECC) Implementation
 
 
6 
Document Classification:  Public 
TLP: White  
Table of Contents 
Introduction ................................................................................................................................................................7 
Objective ......................................................................................................................................................................7 
Scope of Work .............................................................................................................................................................7 
ECC Domains and Structure ....................................................................................................................................8 
Guide Structure ...........................................................................................................................................................9 
ECC Implementation Guidelines .........................................................................................................................",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"ملاحظة امتثال مستخرجة من ARTICLE 3 (File0001.pdf): ) (AI Ethics Principles – Principle 7) *Content creators should disclose the use of deepfake technology: Provide disclaimers in the content’s description, credits, or accompanying materials, explain­ ing that deepfake technology was used. These disclosures should be visible and accessible, ensuring audiences are aware of the synthetic nature of the content -Labelling content directly, using on-screen indicators or text at the start or end of the content, to inform viewers that synthetic media was used. **Additionally, content creators could use metadata to label deepfake content, specifying the original creator and any subsequent modifications. This ensures clear attribution and responsibility for each version of the content. Further, content creators are encouraged to maintain an ownershi",AUDIT_LOG_MISSING,Medium,legal_articles_from_pdfs.json,0
"3- According to the provisions of paragraph (4) of Article (6) of the Law, before 
Processing Personal Data for Legitimate Interests, the Controller shall conduct and 
document an assessment of the proposed Processing and its impact on the rights and 
interests of Data Subjects",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"operations security 
[CNSSI 4009] 
 
Systematic and proven process by which potential adversaries 
can be denied information about capabilities and intentions by 
identifying, controlling, and protecting generally unclassified 
evidence of the planning and execution of sensitive activities",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"The Competent 
Authority shall collect a fixed annual fee not exceeding one hundred thousand riyals for registering 
controllers of private legal personality on the portal referred to in paragraph (1) of this Article",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Law.pdf,0
"Discussion:  Detecting unauthorized commands can be applied to critical interfaces other 
than kernel-based interfaces, including interfaces with virtual machines and privileged 
applications",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
5- Any other lawful communication mean provided by the Controller for this purpose,AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"However, the control 
objectives and design are not formally 
defined or approved",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"Controls 
1-5-1 
The cybersecurity department of the entity shall identify, document, and approve the 
cybersecurity risk management methodology and procedures within the entity, in 
accordance with considerations of confidentiality, and the integrity and availability of 
information and technology assets",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"3, 
identifies nine Contingency Planning (CP) security controls for information systems",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"املادة ال
رابع
ة عشرة: 
 دون إخالل بما تقض ي به األنظمة املرعية، يجب أن يتضمن السجل االئتماني للمستفيد بياناته الشخصية، بما في ذلك اسمه، ورقم
هويته، ومحل إقامته، وبياناته ال ،وظيفية، وحالته االجتماعية، ومؤهالته العلمية، ودخله الشهري، وعدد األشخاص الذين يعولهم
وأي معلومات أخرى تقررها املؤسسة",AUDIT_LOG_MISSING,Medium,pdf:SAMA_AR_190_VER1.pdf,0
"Purpose and Scope of the Guidelines
Deepfakes Guidelines: Mitigating risks while fostering innovation
11
 As deepfake technology becomes more sophisticated and accessible, the associated risks have 
increased globally, creating a profound sense of vulnerability among citizens",AUDIT_LOG_MISSING,Medium,pdf:File0001.pdf,0
"In all cases, if the Personal Data Exporter and Data 
Importer violate the instructions issued by the Controller or the agreement 
concluded with it regarding the processing of the transferred Personal Data, 
the Personal Data Exporter and Data Importer shall be considered as the 
Controller and shall be responsible for violating the Standard Contractual 
Clauses and the provisions of the Law and the Implementing Regulations 
before the Competent Authority",AUDIT_LOG_MISSING,Medium,pdf:StandardContractualClausesForPersonalDataTransferEN.pdf,0
"Control implementation guidelines 
• Implement all cybersecurity requirements to the organization's approved 
penetration testing",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"This log helps monitor and 
detect any unauthorized access or potential personal 
data breaches.
06 Incident Response Testing:
To ensure readiness in the event of a personal data 
breach or security incident, the hotel periodically 
conducts incident response testing",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Handbook.pdf,0
"Some risks include unexpected shutdown of 
systems that might be unstable, exploits that might delete or corrupt data or configurations, and the 
output of a testing report that needs to be protected itself, because it gives step-by-step instructions 
on how to break into the enterprise to target critical assets or data.
 CIS Controls v8.1.2
88
  
Control 18: Penetration Testing
Each enterprise should define a clear scope and rules of engagement for penetration testing",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"This can be made by 
determining the name of the department or division involved in receiving and 
processing complaints, its contact details, and the period specified for processing such 
complaints, in addition to providing information about the Competent Authority3 in the 
event of Data Subjects' dissatisfaction with the results of complaint processing by the 
Controller",AUDIT_LOG_MISSING,Medium,pdf:PrivacyPolicyGuideline.pdf,0
"Right to erasure: The right of the data subject to request the erasure of his personal data that 
are held by the controller in cases where they are no longer necessary, without prejudice to 
the provisions of Article 18 of this Law” 
 Replacing the phrase ""in writing"" stated in Article 5(1) with the phrase “expressly made”",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Law.pdf,0
"The financial sector recognises the rate at which fraud risks are evolving and the importance 
of controls to prevent, detect and respond to suspected fraud",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"Controls 
4-2-1 
Cybersecurity requirements for use of cloud computing and hosting services 
shall be identified, documented, and approved",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_2024_EN.pdf,0
"For ease of use in the security and privacy control selection and specification process, 
controls are organized into 20 families.25 Each family contains controls that are related to the 
specific topic of the family",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Chapters 3 to 6 present 
the actual Framework, including the Counter-Fraud domains and sub-domains, Principles, and 
Control Requirements",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"SC-40 WIRELESS LINK PROTECTION 
 
Control:  Protect external and internal [Assignment: organization-defined wireless links] from the 
following signal parameter attacks: [Assignment: organization-defined types of signal parameter 
attacks or references to sources for such attacks]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"(A): Cloud Cybersecurity Controls Levels
Cybersecurity controls for cloud services are divided into four levels using a top down approach, level 1, 
level 2, level 3, and level 4:
•	
Level 1: A classification level applies to data classified as a (top secret) based on what is issued by the 
competent authority",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC.pdf,0
"Discussion:  The content or assigned values of security and privacy attributes can directly 
affect the ability of individuals to access organizational information",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"- 
When imposing a penalty, the Committee shall consider the nature and gravity of the 
violation and its impact",AUDIT_LOG_MISSING,Medium,pdf:CommitteeWorkingRules.pdf,0
"Relevant cybersecurity tools: 
• Cloud Computing and Hosting Cybersecurity Policy Template 
Control implementation guidelines 
• Develop and document cybersecurity policy for cloud computing and hosting 
services in the organization, including the following: 
o Cloud computing and hosting services providers contract requirements",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"Information flow enforcement also applies to control plane traffic (e.g., routing and 
DNS)",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Personal Data Protection Law 
 
 
9 
Article 31 
Without prejudice to Article 18 of this Law, the controller shall, according to the nature of the activity 
carried out thereby, keep records of the activities of personal data processing for a period determined 
by the Regulations to be available when requested by the Competent Authority, provided that such 
records include, at a minimum, the following data: 
1",AUDIT_LOG_MISSING,Medium,pdf:SDAIA_PDPL_Law.pdf,0
"2-2-P-1-12 
Assurance of restricted and controlled access to storage systems and 
means (such as Storage Area Network (SAN))",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC_Cloud.pdf,0
"Alternatively, organizations may use all five of the 
Cybersecurity Framework Functions in conjunction with Identify-P, Govern-P, Control-P, and 
Communicate-P to collectively address privacy and security risks",AUDIT_LOG_MISSING,Medium,pdf:NIST_Privacy_Framework.pdf,0
Incident Handling: The mitigation of violations of security policies and recommended practices,AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_61_Incident.pdf,0
"Rigorously demonstrating control coverage at the 
highest levels of assurance can be achieved using formal modeling and analysis techniques, 
including correlation between control implementation and corresponding test cases",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Control Enhancements: 
(1) ALTERNATE STORAGE SITE | SEPARATION FROM PRIMARY SITE  
Identify an alternate storage site that is sufficiently separated from the primary storage 
site to reduce susceptibility to the same threats",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Control Enhancements: 
(1) SYSTEM COMPONENT INVENTORY | UPDATES DURING INSTALLATION AND REMOVAL  
Update the inventory of system components as part of component installations, removals, 
and system updates",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Where a customer relationship is initiated on a remote basis (e.g., online), Member 
Organisations should assess the risk of impersonation and the set-up of mule accounts, 
implementing appropriate controls to mitigate the risk, including but not limited to: 
1",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"(NISTIR 7298r2 
Glossary of Key Information Security Terms) 
Custodianship Responsibility for controlling the access to and the accounting, safeguarding, and 
destruction of information according to an organization's security policy",AUDIT_LOG_MISSING,Medium,pdf:SAMA_EN_5888_VER1.pdf,0
"(6) CONFIGURATION CHANGE CONTROL | CRYPTOGRAPHY MANAGEMENT  
Ensure that cryptographic mechanisms used to provide the following controls are under 
configuration management: [Assignment: organization-defined controls]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Control Enhancements: 
(1) CONTENT OF AUDIT RECORDS | ADDITIONAL AUDIT INFORMATION  
Generate audit records containing the following additional information: [Assignment: 
organization-defined additional information]",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"SI-6(2) 
AUTOMATION SUPPORT FOR DISTRIBUTED TESTING 
S 
 
SI-6(3) 
REPORT VERIFICATION RESULTS 
O 
 
SI-7 
Software, Firmware, and Information Integrity 
O/S 
√ 
SI-7(1) 
INTEGRITY CHECKS 
S 
√ 
SI-7(2) 
AUTOMATED NOTIFICATIONS OF INTEGRITY VIOLATIONS 
S 
√ 
SI-7(3) 
CENTRALLY MANAGED INTEGRITY TOOLS 
O 
√ 
SI-7(4) 
TAMPER-EVIDENT PACKAGING 
W: Incorporated into SR-9",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Discussion:  Physical security controls include physical access control devices, physical 
intrusion and detection alarms, operating procedures for facility security guards, and 
monitoring or surveillance equipment",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"Reassess bi-annually, or more frequently.
 CIS Controls v8.1.2
A16
  
Controls and Safeguards Index
Safeguard 2.7: Allowlist Authorized Scripts
Asset Type:   Software    |  Security Function:   Protect    |  |    IG3 
Use technical controls, such as digital signatures and version control, to ensure that only authorized 
scripts, such as specific .ps1 and .py files, are allowed to execute",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"5- If the disclosure would be a violation of the privacy of an individual other 
than the data subject, as stipulated by the regulations",AUDIT_LOG_MISSING,Medium,pdf:PersonalDataDisclosureCasesGuideline.pdf,0
"Controls 
1-6-1 
Cybersecurity requirements must be included in project and asset (information/ 
technology) change management methodology and procedures to identify and 
manage cybersecurity risks as part of project management lifecycle",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"These services include applications and infrastructures such as 
servers, databases and networking to support, among other things, 
communication, data analysis, processing, sharing and storage.
Cloud Controls Matrix 
(CCM)
CCM is developed by the Cloud Security Alliance (CSA) to provide 
fundamental security principles to help the CSTs assessing the security 
risks of cloud services provided by the CSP.
Cloud Customer
In this document referred to as “Cloud Service Tenant (CST)”, is any 
natural or legal person (such as companies) who subscribes to the 
cloud computing services provided by the service provider",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC.pdf,0
"Virtualization 
is a fundamental technology that allows cloud 
computing to work.
Workforce
All individuals who are employed or engaged by an 
organization and have access to its information systems, 
assets, or resources",AUDIT_LOG_MISSING,Medium,pdf:CIS_Controls_v8.pdf,0
"E-1 
Table F-1:  CP Control Implementation in the SDLC ...............................................................",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"Systems and technology implemented to prevent fraud (e.g., identity and access 
management, authentication, issuance of one-time-passwords, biometrics)",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"ملاحظة امتثال مستخرجة من DOC:RisksTransferringDataOutsideKingdomEn:006 (RisksTransferringDataOutsideKingdomEn.pdf): processing personal data on a large scale or on a recurring basis for individuals who have partial or complete legal incapacity. This also applies to processing operations that require continuous monitoring of personal data subjects, the use of emerging 7 Public Classification: Document technologies for processing personal data, or automated decision-making based on processing personal data. 4. Offering a product or service that is likely to pose a high risk to the privacy of the data subjects. B. Description of Product or Service: This step is designed to provide a detailed description of the service or product involving personal data processing. It helps determine whether the service or product aligns with the entity's activities and defines the purpose for which personal data is collect",AUDIT_LOG_MISSING,Medium,legal_articles_from_pdfs.json,0
"Control implementation guidelines:  
• Develop and approve cybersecurity awareness program and plan in the 
organization through multiple channels periodically, including but not 
limited to  
o Awareness emails",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"Public
 !
!
!
!
c) Core activities of the Controller are based on processing sensitive Personal Data",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"4.1.3 Risk Appetite 
 
Principle 
Member Organisations should define, approve, and apply their Fraud Risk Appetite when 
designing and implementing Counter-Fraud systems and controls",AUDIT_LOG_MISSING,Medium,pdf:SAMA_Anti_Fraud.pdf,0
"Relevant cybersecurity tools  
• Cybersecurity Function Organizational Structure  
• Cybersecurity Roles and Responsibilities Template  
• Cybersecurity General Policy Template  
 Guide to Essential Cybersecurity 
Controls (ECC) Implementation 
  
 
 
13 
Document Classification:  Public 
TLP: White  
Control implementation guidelines: 
• Establish a cybersecurity function within the organization to enable it to carry 
out its cybersecurity tasks as required, taking into account the following 
points  
o Ensure that the cybersecurity function's reporting line is different from 
that of the IT department or the digital transformation department, as 
per Royal Decree No",AUDIT_LOG_MISSING,Medium,pdf:NCA_ECC_Implementation_Guide.pdf,0
"Control Enhancements: 
(1) WIRELESS LINK PROTECTION | ELECTROMAGNETIC INTERFERENCE 
Implement cryptographic mechanisms that achieve [Assignment: organization-defined 
level of protection] against the effects of intentional electromagnetic interference",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"While the goal 
of penetration testing is to exploit known vulnerabilities and may or may not necessarily 
include identifying zero day vulnerabilities, the goal of the Red Team Assessment is to test 
the organization's detection and response capabilities by employing multiple targeted attack 
strategies and channels to gain access to sensitive information in an undetected way.
Implementation 
Considerations
Sub-domain
2.12 Cybersecurity Event Logs and Monitoring Management
While the ECC control recommends monitoring only for critical assets, remote access and 
privileged user accounts, it is vital that the organization considers integration of all IT assets 
(including applications, databases, servers, devices) with the Security Information and Event 
Management (SIEM) solution for monitoring",AUDIT_LOG_MISSING,Medium,Aujas_NCA_Compliance.pdf,0
"Appendix E provides a summary of 
NIST SP 800-53 contingency planning controls and control enhancements",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_34_Contingency.pdf,0
"Organizations balance the need to 
ensure that the updates are installed as soon as possible with the need to maintain 
configuration management and control with any mission or operational impacts that 
automatic updates might impose",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"10 «Cloud 
Cybersecurity Controls») by levels.
	
	
  Optional (Recommended)	 	
	
               Mandatory
1 With exception of subcontrols 2-2-P-1-9 and 2-2-P-1-10 as they are considered as optional
2 With exception of subcontrol 2-3-P-1-11 as it is considered as optional
3 With exception of subcontrols 2-3-P-1-4 and 2-3-P-1-11 as they are considered as optional",AUDIT_LOG_MISSING,Medium,pdf:NCA_CCC.pdf,0
"Discussion:  Privileged functions that operate in a single physical domain may represent a 
single point of failure if that domain becomes compromised or experiences a denial of 
service",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
"4-1-1-2 Cybersecurity requirements for third-party evaluation, se-
lection, and information sharing must be defined.
4-1-1-3 Third-party contractors and vendors must use formal and 
documented Secure Development Life Cycle (SDLC) practices for 
systems and components designed or deployed in OT/ICS envi-
ronment.
4-1-1-4 Periodic cybersecurity assessment and audits of third-par-
ty providers must be conducted to ensure the mitigation of any 
identified cyber threats.
With reference to the ECC control 4-1-4, the cybersecurity re-
quirements for third-party cybersecurity in OT/ICS environment 
must be reviewed, and their implementation effectiveness is mea-
sured and evaluated periodically.
4-1-1
4-1-2
Third-Party Cybersecurity
4
Third-Party Cybersecurity
4-1
Objective
To ensure the protection of organizational assets against the cybersecurity risks related 
to third-parties, including manufactures of OT/ICS-related hardware and software, 
vendors of OT/ICS products and suppliers of OT/ICS-related services as per organiza-
tional policies and procedures, and related laws and regulations.
Controls
Control level
L1
L2
L3
 37
Document Classification: Public
Sharing Indicator: White
Opera",AUDIT_LOG_MISSING,Medium,pdf:NCA_OTCC.pdf,0
"6- When the Controller engages in an additional Processing of Personal Data for a 
purpose other than the one for which it was initially collected for, it shall provide the 
Data Subject with the necessary information in accordance with the provisions of this 
article, before conducting such additional Processing",AUDIT_LOG_MISSING,Medium,pdf:ImplementingRegulationPersonalDataProtectionLaw.pdf,0
"•  23 Subdomains.
•  47 Main Controls.
•  122 Subcontrols.
Objectives
These controls are developed as an extension to the ECC in order to achieve higher levels of national 
cybersecurity goals by focusing on Industrial Control Systems (ICS) and defining its cybersecurity 
requirements",AUDIT_LOG_MISSING,Medium,pdf:NCA_OTCC.pdf,0
"املادة التاسعة والخمسون 
 يجب على مقدم خدمة املدفوعات فور استالم
أمر خدمات املدفوعات بموجب عقد املدفوعات ملرة واحدة، 
 تزويد الدافع
 :باملعلومات التالية 
(أ)
 
 مرجع يُمكّ ن
الدافع 
 من تحديد
عملية املدفوعات الخاصة به، باإلضافة إلى املعلومات املتعلقة ب
املدفوع له",AUDIT_LOG_MISSING,Medium,pdf:SAMA_AR_1430_VER1.pdf,0
"Discussion:  Organizations define security or privacy policy filters for all situations where 
automated flow control decisions are possible",AUDIT_LOG_MISSING,Medium,pdf:NIST_SP_800_53_Access.pdf,0
